,sid,density,porosity,strength,length,width,depth,name_Basalt,name_Granite,name_Limestone,name_Marble,name_Sandstone,name_Slate,name_Trap,type_Artificial,type_Igneous,type_Metamorphic,type_Others,type_Sedimentary,quality_A,quality_B,quality_C,quality_D,quality_E,quality_F,quality_G,quality_H
13,33,-1.4696759700589401,0.618881118881119,0.625,1.99248588451713,0.58262839029318,0.883767540168595,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
14,35,-1.9364180244463998,0.7366397801519644,0.541666666666667,1.9798989873223303,0.5329852102313649,0.89199803930511,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
15,42,-1.1086626245216102,0.6328671328671331,0.375,2.11896201004171,0.973860801065556,1.01523067972906,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
16,44,-1.34707364796661,0.5384615384615385,0.9583333333333339,2.04694894904587,0.7929614133466841,0.900161349944271,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
17,46,-1.23787435600162,0.6783216783216786,0.00033947919893329015,2.0591260281974,0.808930090970962,0.974559639998131,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
18,48,-1.13943428318836,0.7272727272727273,0.375,2.08806130178211,0.893526888532162,1.02604159583327,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
19,52,-1.4696759700589401,0.660839160839161,0.20833333333333393,1.9824227601598998,0.523001062819768,0.89199803930511,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
20,54,-1.5141277326297802,0.7366397801519644,0.541666666666667,1.9824227601598998,0.46304291730938596,0.8796267475025641,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
21,55,-1.5141277326297802,0.5699300699300698,0.875,1.97737199332852,0.453078327240419,0.837247524533702,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22,56,-1.2039728043259401,0.6293706293706294,0.625,2.07364413533277,0.8607680550175459,0.9669838461896729,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23,74,-1.8161701712823999,0.6818181818181819,0.4583333333333339,2.0712315177208,0.8010059513424119,0.982078472412158,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
24,76,-1.34707364796661,0.5664335664335665,0.7083333333333339,2.04694894904587,0.7765240599561509,0.912282710476616,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
25,77,-1.34707364796661,0.590909090909091,0.541666666666667,2.03715487874634,0.7847996946917171,0.920282753143692,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
26,82,-1.34707364796661,0.6678321678321681,0.7083333333333339,2.0074859899884703,0.6882513809401422,0.928219302739429,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
27,84,-0.9675840262617059,0.6503496503496506,0.375,2.15638586528478,0.9982042502782971,1.05431202977153,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
29,86,-1.42711635564015,0.6748251748251748,0.625,1.98746069143518,0.49300941077844396,0.8960880245566359,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
30,89,-1.42711635564015,0.618881118881119,0.541666666666667,2.0174241001832,0.61204947173615,0.900161349944271,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
31,90,-1.13943428318836,0.6958041958041961,0.541666666666667,2.08566536146142,0.8607680550175459,1.00430160919687,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
32,98,-0.0408219945202552,0.8146853146853148,0.875,2.5039968051097796,0.10696485192947999,1.4036429994545,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
33,99,-0.3147107448397,0.6503496503496506,0.625,2.4020824298928596,0.232534654492017,1.26976054486394,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
34,107,-0.22314355131421,0.6993006993006994,0.625,2.42899156029822,0.20768427477645499,1.30562645805244,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
35,112,-2.320430770629657,0.6713286713286715,0.375,2.4083189157584597,0.18388591600859602,1.28647402583768,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
36,113,-0.10536051565782599,0.6993006993006994,0.541666666666667,2.48193472919817,0.026393906387769,1.3532545070416901,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
37,116,-2.320430770629657,0.688811188811189,0.125,2.4083189157584597,0.258347620623497,1.28647402583768,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
38,123,-0.35667494393873206,0.653846153846154,0.9583333333333339,2.37486841740758,0.38872674338091606,1.24415459395877,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
39,125,-0.35667494393873206,0.7797202797202798,0.29166666666666696,2.3727621035409303,0.41815709192937395,1.29746314741327,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
40,129,-0.0943106794712413,0.7482517482517486,0.4583333333333339,2.47184141886166,-0.613549014909075,1.36863942588117,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
41,131,-2.320430770629657,0.6643356643356644,0.375,2.4269322199023198,0.168647260288007,1.2919836816486499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
42,136,-0.46203545959655895,0.625874125874126,0.7083333333333339,2.3494680248941497,0.44788198656715206,1.21491274436427,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
43,158,-0.3147107448397,0.618881118881119,0.541666666666667,2.42280828791714,0.199630286829495,1.2669476034873202,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
44,162,-0.32850406697203605,0.6048951048951048,0.375,1.575292704278665,0.19169644276292802,1.25561603747777,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
45,168,-0.544727175441672,0.6468531468531469,0.29166666666666696,2.32163735324878,0.557658581855634,1.2029723039923501,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
46,170,-0.342490308946776,0.5664335664335665,0.791666666666667,2.4083189157584597,0.153938698266144,1.24126858906963,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
47,172,-0.35667494393873206,0.5244755244755244,0.875,2.42280828791714,0.232534654492017,1.21787570949493,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
48,178,-0.32850406697203605,0.723776223776224,0.0,2.37065391822594,0.312486586984291,1.28370777234479,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
49,191,-0.342490308946776,0.5174825174825173,0.7083333333333339,2.42280828791714,0.139783760504581,1.22377543162212,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
50,196,-0.35667494393873206,0.7366397801519644,0.625,2.3811761799581297,0.369322507815646,1.26412672714568,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
51,197,-0.35667494393873206,0.6293706293706294,0.4583333333333339,1.73168459130692,0.321793610007589,1.2470322937863798,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
52,200,-0.32850406697203605,0.6573426573426573,0.791666666666667,2.41246761636296,0.29410124221785,1.26976054486394,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
53,202,-0.35667494393873206,0.6398601398601398,0.541666666666667,2.3895606290697002,0.321793610007589,1.24990173621434,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
55,208,-0.6539264674066639,0.6398601398601398,0.29166666666666696,2.2781571499789,0.763715650267805,1.16002091679675,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
56,220,-0.63487827243597,0.5069930069930069,1.0,2.31084400165827,0.6264005420024511,1.12492959698548,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
57,223,-0.35667494393873206,0.7366397801519644,0.7083333333333339,2.37065391822594,0.457837272682631,1.25561603747777,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
58,231,-0.32850406697203605,0.6993006993006994,0.20833333333333393,2.38537208837531,0.276045291541134,1.28093384546206,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
59,235,-0.44628710262841903,0.6468531468531469,0.375,2.35372045918796,0.44788198656715206,1.22671229129543,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
60,250,-0.4510924879113657,0.6503496503496506,0.375,2.3916521486202797,0.258347620623497,1.26129787094521,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
61,252,-0.21072103131565303,0.6293706293706294,0.791666666666667,2.43721152139079,0.083522774688698,1.2919836816486499,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
62,260,-0.342490308946776,0.5979020979020981,0.875,2.4020824298928596,0.26714988761215197,1.24126858906963,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
63,266,-0.342490308946776,0.6398601398601398,0.29166666666666696,2.3916521486202797,0.24103654196310398,1.2584609896100099,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
64,267,-0.35667494393873206,0.7366397801519644,0.7083333333333339,2.3895606290697002,0.35012732836149296,1.26129787094521,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
66,274,-0.27443684570176,0.6398601398601398,0.375,2.42280828791714,0.132921012844109,1.28370777234479,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
67,278,-0.21072103131565303,0.660839160839161,0.7083333333333339,2.43104915622864,0.168647260288007,1.2919836816486499,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
68,285,0.0,0.5314685314685315,0.7083333333333339,2.5709920264364903,0.0695166917688468,1.3428648031925499,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
69,289,-0.342490308946776,0.688811188811189,0.7083333333333339,2.3811761799581297,0.29410124221785,1.27256559579155,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
70,294,-0.32850406697203605,0.660839160839161,0.541666666666667,2.3916521486202797,0.258347620623497,1.2669476034873202,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
71,297,-0.35667494393873206,0.5524475524475523,1.0,2.41039415863879,0.139783760504581,1.23547147138531,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
72,301,-0.261364764134408,0.6468531468531469,0.625,2.42280828791714,0.132921012844109,1.28647402583768,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
73,302,-0.186329578191493,0.7366397801519644,0.875,2.4879710609249504,0.00110086041070967,1.28370777234479,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
74,312,-0.301105092783922,0.6958041958041961,0.48093956043677455,2.39582971014219,0.321793610007589,1.27815220250019,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
75,318,-0.3147107448397,0.688811188811189,0.48093956043677455,2.4,0.30325456682605495,1.27815220250019,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
76,320,-0.342490308946776,0.6678321678321681,0.541666666666667,2.3874672772626604,0.33117191321083,1.26129787094521,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
77,321,-0.342490308946776,0.5174825174825173,0.7083333333333339,2.42899156029822,0.16122522658085997,1.22377543162212,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
78,326,-0.13926206733350802,0.590909090909091,0.541666666666667,2.4879710609249504,0.0028260107678453397,1.3137236682850602,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
79,327,-0.63487827243597,0.660839160839161,0.20833333333333393,2.28473193175917,0.737768463997996,1.1755733298042401,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
80,329,-0.32850406697203605,0.6783216783216786,0.541666666666667,2.41453929352993,0.30325456682605495,1.28093384546206,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
81,330,-0.4510924879113657,0.6958041958041961,0.541666666666667,2.3727621035409303,0.35012732836149296,1.2669476034873202,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
82,341,-0.342490308946776,0.7167832167832169,0.29166666666666696,2.37907545067406,0.359696858395591,1.27815220250019,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
83,342,-0.0943106794712413,0.6713286713286715,0.4583333333333339,2.49198715887542,0.0176336910566951,1.34807314829969,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
84,346,-0.35667494393873206,0.6748251748251748,0.541666666666667,2.38537208837531,0.276045291541134,1.26976054486394,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
85,347,-0.32850406697203605,0.653846153846154,0.4583333333333339,2.39582971014219,0.24103654196310398,1.2669476034873202,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
86,354,-0.301105092783922,0.653846153846154,0.541666666666667,2.4186773244895603,0.232534654492017,1.27815220250019,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
87,357,-0.562118918153541,0.548951048951049,1.0,2.31084400165827,0.567579675546823,1.15057202759882,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
88,358,-0.3147107448397,0.6818181818181819,0.4583333333333339,2.3979157616563596,0.30325456682605495,1.27536280041261,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
89,359,-0.32850406697203605,0.6923076923076923,0.375,2.39582971014219,0.30325456682605495,1.27815220250019,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
90,360,-0.301105092783922,0.6328671328671331,1.0,2.41246761636296,0.258347620623497,1.26129787094521,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
91,363,-0.287682072451781,0.6153846153846156,0.541666666666667,2.4186773244895603,0.139783760504581,1.26976054486394,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
92,367,-0.0725706928348354,0.660839160839161,0.4583333333333339,2.49198715887542,0.00865839615743968,1.34547236659964,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
93,372,-0.544727175441672,0.625874125874126,0.375,2.3259406699226,0.567579675546823,1.1939224684724299,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
94,373,-0.3147107448397,0.7027972027972031,0.4583333333333339,2.39582971014219,0.30325456682605495,1.28370777234479,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
95,380,-0.301105092783922,0.653846153846154,0.29166666666666696,2.41039415863879,-0.46149240810361697,1.28093384546206,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
96,384,-0.186329578191493,0.7167832167832169,0.20833333333333393,2.4454038521275,0.10696485192947999,1.33236601909433,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
97,385,0.0,0.793706293706294,0.625,2.47790233867277,0.0447636276921001,1.38879124131848,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
98,386,-0.0100503358535015,0.8776223776223777,0.375,2.49198715887542,0.0489900869928109,1.4303112465366599,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
99,392,-1.13943428318836,0.6923076923076923,0.541666666666667,2.0952326839757,0.8676192102994209,1.00795792039998,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
100,394,-1.13943428318836,0.6293706293706294,0.625,2.0952326839757,0.8808777109597701,0.982078472412158,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
101,402,-1.2039728043259401,0.6958041958041961,0.4583333333333339,2.06639783197718,0.7765240599561509,0.982078472412158,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
102,405,-1.1086626245216102,0.6433566433566436,0.375,2.20227155455452,0.9939886139904329,1.08180517035173,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
103,407,-1.23787435600162,0.6783216783216786,0.29166666666666696,2.04939015319192,0.8010059513424119,0.9669838461896729,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
104,409,-1.07880966137193,0.6468531468531469,0.375,2.1142374511866002,0.955565130942338,1.01523067972906,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
105,411,-1.07880966137193,0.6573426573426573,0.29166666666666696,2.11660104885167,0.963440899344018,1.02245092770255,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
106,412,-1.07880966137193,0.6643356643356644,0.375,2.1213203435596397,0.967101497441962,1.02961941718116,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
107,420,-1.34707364796661,0.6468531468531469,0.4583333333333339,2.02237484161567,0.6882513809401422,0.924258901523332,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
108,445,0.0198026272961797,0.6048951048951048,0.541666666666667,2.5592967784139504,0.0462766092749019,1.3711807233098399,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
109,451,-0.186329578191493,0.6818181818181819,0.29166666666666696,2.4576411454889,0.0780730206337539,1.3244189574018,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
110,455,-0.342490308946776,0.7366397801519644,0.541666666666667,2.38537208837531,0.35012732836149296,1.26129787094521,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
111,469,-0.35667494393873206,0.6958041958041961,0.4583333333333339,2.37907545067406,0.38872674338091606,1.26412672714568,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
112,472,-0.35667494393873206,0.688811188811189,0.4583333333333339,2.3832750575626003,0.359696858395591,1.2669476034873202,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
113,473,0.0,0.7797202797202798,0.875,2.51793566240283,0.026393906387769,1.4060969884160701,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
114,479,-0.287682072451781,0.6643356643356644,0.4583333333333339,2.4083189157584597,0.232534654492017,1.27815220250019,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
115,481,-0.63487827243597,0.7366397801519644,0.48093956043677455,2.28035085019828,0.772158319340213,1.16938135955632,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
116,484,-0.3147107448397,0.5804195804195806,0.791666666666667,2.43310501211929,0.17620183067306197,1.25561603747777,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
117,485,-0.3147107448397,0.6713286713286715,0.625,2.4020824298928596,-0.632241423874975,1.26976054486394,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
118,487,-0.3147107448397,0.7062937062937065,0.541666666666667,2.4,0.30325456682605495,1.28647402583768,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
119,491,-0.32850406697203605,0.7366397801519644,0.625,2.4020824298928596,0.30325456682605495,1.27536280041261,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
121,498,-0.35667494393873206,0.6013986013986015,0.7083333333333339,2.41246761636296,0.258347620623497,1.2470322937863798,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
122,499,-0.4510924879113657,0.618881118881119,0.375,2.3979157616563596,0.285030274367479,1.2470322937863798,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
123,500,-0.10536051565782599,0.7342657342657344,0.48093956043677455,2.4576411454889,0.062744730417547,1.35066718347674,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
124,508,-0.35667494393873206,0.618881118881119,0.875,2.3916521486202797,0.321793610007589,1.24126858906963,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
125,517,-0.342490308946776,0.6363636363636365,0.625,2.39582971014219,0.312486586984291,1.25276296849537,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
126,520,-0.19845093872383804,0.7366397801519644,0.043236496303558525,2.45356882927706,0.0949197923492199,1.31908561142644,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
127,522,-0.342490308946776,0.6713286713286715,0.625,2.3937418407171602,0.340617745397775,1.26412672714568,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
128,528,-0.3147107448397,0.6853146853146856,0.7083333333333339,2.3979157616563596,0.321793610007589,1.27536280041261,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
129,529,-0.35667494393873206,0.49650349650349646,0.625,2.43721152139079,0.153938698266144,1.21787570949493,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
130,530,-0.10536051565782599,0.6713286713286715,0.625,2.47184141886166,0.0447636276921001,1.33236601909433,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
131,534,-0.10536051565782599,0.7167832167832169,0.375,2.48394846967484,0.0447636276921001,1.35583515363518,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
132,538,-0.32850406697203605,0.7342657342657344,0.20833333333333393,1.575292704278665,0.30325456682605495,1.2919836816486499,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
133,544,-0.32850406697203605,0.6713286713286715,0.541666666666667,2.3979157616563596,0.30325456682605495,1.26976054486394,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
134,546,-0.527632742082372,0.6643356643356644,0.375,2.3151673805580497,0.616700724988748,1.2029723039923501,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
135,547,-0.32850406697203605,0.653846153846154,0.4583333333333339,2.4020824298928596,0.26714988761215197,1.2669476034873202,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
136,552,-0.0304592074847086,0.618881118881119,0.375,2.53179778023443,0.0214001321533567,1.3609765531356002,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
137,553,-0.63487827243597,0.625874125874126,0.4583333333333339,2.28691932520585,0.701857701896098,1.16002091679675,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
138,554,-0.63487827243597,0.6573426573426573,0.4583333333333339,2.2715633383201097,0.7887137449753749,1.16315080980568,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
139,557,-0.27443684570176,0.6223776223776223,0.7083333333333339,2.4269322199023198,0.0891391140808109,1.28370777234479,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
140,563,-0.0943106794712413,0.6923076923076923,0.791666666666667,2.47991935352745,0.0106094735447143,1.3532545070416901,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
141,565,-0.21072103131565303,0.6993006993006994,0.7083333333333339,2.42280828791714,0.20768427477645499,1.3029127521808401,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
142,566,-0.19845093872383804,0.6818181818181819,0.4583333333333339,2.43104915622864,0.0949197923492199,1.31103187661934,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
144,578,-0.673344553263766,0.590909090909091,0.541666666666667,2.2715633383201097,0.7887137449753749,1.1314021114911001,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
145,579,-0.63487827243597,0.6433566433566436,0.4583333333333339,2.28035085019828,0.75516749845145,1.16315080980568,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
146,583,-0.261364764134408,0.618881118881119,0.29166666666666696,2.4515301344262497,0.10696485192947999,1.28923264827676,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
147,584,-0.3147107448397,0.6363636363636365,0.375,2.4269322199023198,0.20768427477645499,1.27536280041261,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
148,587,-0.32850406697203605,0.6923076923076923,0.4583333333333339,2.3895606290697002,0.276045291541134,1.27815220250019,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
149,589,-0.287682072451781,0.5804195804195806,0.625,2.4576411454889,0.11322441537809899,1.27256559579155,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
